"Date","Price","Open","High","Low","Vol.","Change %"
"04/07/2016","9,213","9,531","9,531","9,213","2.00K","-3.34%"
"04/06/2016","9,531","9,610","9,610","9,531","2.70K","0.00%"
"04/05/2016","9,531","9,928","9,928","9,531","3.30K","0.00%"
"04/04/2016","9,531","9,531","9,531","9,531","2.00K","-6.25%"
"04/01/2016","10,166","10,325","10,325","10,166","9.90K","-14.67%"
"03/31/2016","11,914","11,914","11,914","11,914","0.60K","4.90%"
"03/30/2016","11,358","10,961","11,358","10,961","2.60K","7.53%"
"03/29/2016","10,563","9,213","10,563","9,213","31.20K","15.64%"
"03/28/2016","9,134","9,213","9,213","9,054","2.20K","0.00%"
"03/25/2016","9,134","9,134","9,134","9,134","0.20K","3.61%"
"03/24/2016","8,816","9,213","9,213","8,816","1.40K","8.83%"
"03/23/2016","8,101","8,101","8,101","8,101","0.20K","2.00%"
"03/17/2016","7,942","7,942","7,942","7,942","0.10K","11.11%"
"03/16/2016","7,148","7,148","7,148","7,148","0.10K","-12.63%"
"03/15/2016","8,181","8,181","8,181","8,181","0.50K","14.45%"
"03/14/2016","7,148","7,148","7,148","7,148","0.10K","-11.76%"
"03/07/2016","8,101","8,101","8,101","8,101","0.70K","5.15%"
"03/03/2016","7,704","7,704","7,704","7,704","2.90K","14.12%"
"02/26/2016","6,751","6,751","6,751","6,751","0.10K","-15.00%"
"02/19/2016","7,942","7,942","7,942","7,942","2.00K","3.09%"
"01/21/2016","7,704","7,704","7,704","7,704","10.00K","0.00%"
"01/13/2016","7,704","7,704","7,704","7,704","5.30K","-3.00%"
"01/06/2016","7,942","7,942","7,942","7,942","0.50K","0.00%"
"12/22/2015","7,942","7,942","7,942","7,942","0.50K","-1.96%"
"11/30/2015","8,101","8,101","8,101","8,101","0.10K","-15.00%"
"11/26/2015","9,531","9,531","9,531","9,531","0.10K","14.28%"
"11/25/2015","8,340","8,340","8,340","8,340","1.30K","0.00%"
"11/12/2015","8,340","8,340","8,340","8,340","0.50K","0.00%"
"11/09/2015","8,340","7,148","8,340","7,148","0.20K","0.00%"
"10/28/2015","8,340","8,340","8,340","8,340","0.10K","5.01%"
"10/26/2015","7,942","7,942","7,942","7,942","0.20K","14.93%"
"10/19/2015","6,910","6,910","6,910","6,910","0.10K","-12.99%"
"10/13/2015","7,942","8,340","8,340","7,942","2.00K","-1.00%"
"10/09/2015","8,022","8,101","8,101","8,022","5.00K","-1.94%"
"10/07/2015","8,181","8,181","8,181","8,181","1.00K","3.01%"
"10/02/2015","7,942","7,942","7,942","7,942","0.10K","-4.77%"
"09/14/2015","8,340","9,531","9,531","8,340","8.70K","0.00%"
"09/08/2015","8,340","8,340","8,340","8,340","0.40K","0.00%"
"09/03/2015","8,340","8,340","8,340","8,340","1.00K","1.94%"
"09/01/2015","8,181","8,181","8,181","8,181","0.10K","4.04%"
"08/31/2015","7,863","7,942","8,101","7,863","1.40K","1.01%"
"08/28/2015","7,784","7,784","7,784","7,784","0.50K","13.95%"
"08/27/2015","6,831","6,831","6,831","6,831","0.10K","14.67%"
"08/24/2015","5,957","5,957","5,957","5,957","2.80K","13.64%"
"08/04/2015","5,242","5,242","5,242","5,242","0.20K","-12.00%"
"07/27/2015","5,957","5,957","5,957","5,957","0.10K","-10.72%"
"07/22/2015","6,672","6,672","6,672","6,672","0.10K","-11.57%"
"07/16/2015","7,545","7,545","7,545","7,545","0.60K","-13.64%"
"07/10/2015","8,737","8,737","8,737","8,737","2.00K","0.00%"
"07/09/2015","8,737","8,737","8,737","8,737","2.00K","-9.83%"
"07/01/2015","9,690","9,690","9,690","9,690","1.00K","1.67%"
"06/30/2015","9,531","9,531","9,531","9,531","0.20K","0.00%"
"06/25/2015","9,531","9,531","9,531","9,531","0.70K","-4.76%"
"06/18/2015","10,007","9,054","10,007","9,054","0.20K","-1.56%"
"06/15/2015","10,166","10,325","10,325","10,007","8.00K","0.00%"
"06/12/2015","10,166","9,928","10,166","9,928","4.10K","2.40%"
"06/11/2015","9,928","9,928","9,928","9,928","3.00K","-3.10%"
"06/10/2015","10,246","10,246","10,246","10,246","0.10K","9.33%"
"06/04/2015","9,372","9,372","9,372","9,372","3.30K","9.26%"
"06/03/2015","8,578","8,578","8,578","8,578","0.60K","9.09%"
"06/02/2015","7,863","7,863","7,863","7,863","0.10K","10.00%"
"05/29/2015","7,148","7,148","7,148","7,148","0.50K","1.12%"
"05/20/2015","7,069","7,069","7,069","7,069","0.10K","-9.17%"
"05/18/2015","7,783","7,783","7,783","7,783","0.20K","1.87%"
"05/12/2015","7,640","7,640","7,640","7,640","0.20K","-9.32%"
"05/07/2015","8,425","8,354","8,425","8,354","1.20K","9.26%"
"05/06/2015","7,711","7,711","7,711","7,711","0.10K","-10.00%"
"05/05/2015","8,568","7,212","8,568","7,212","0.90K","7.14%"
"05/04/2015","7,997","7,997","7,997","7,997","0.50K","10.88%"
"04/22/2015","7,212","7,854","7,854","7,212","1.10K","1.01%"
"04/20/2015","7,140","7,140","7,140","7,140","0.10K","-9.92%"
"04/17/2015","7,926","7,926","7,926","7,926","0.10K","9.90%"
"04/10/2015","7,212","7,212","7,212","7,212","0.10K","-9.01%"
"04/09/2015","7,926","7,926","7,926","7,926","0.50K","-7.49%"
"04/08/2015","8,568","8,568","8,568","8,568","0.50K","4.35%"
"04/07/2015","8,211","7,497","8,640","7,497","6.50K","4.55%"
"04/06/2015","7,854","7,854","7,854","7,854","0.20K","6.80%"
"04/01/2015","7,354","7,354","7,354","7,354","1.70K","-9.66%"
"03/31/2015","8,140","8,140","8,140","8,140","0.20K","0.00%"
"03/27/2015","8,140","8,140","8,140","8,140","0.60K","3.64%"
"03/26/2015","7,854","8,497","8,497","7,854","2.20K","-6.78%"
"03/25/2015","8,425","8,497","8,497","8,425","0.60K","5.35%"
"03/24/2015","7,997","8,640","8,711","7,997","3.70K","-7.44%"
"03/23/2015","8,640","8,711","8,925","8,640","4.30K","-2.42%"
"03/20/2015","8,854","8,782","8,854","8,568","0.50K","0.82%"
"03/19/2015","8,782","8,782","8,854","7,426","10.50K","6.95%"
"03/18/2015","8,211","7,854","8,211","7,854","5.40K","8.48%"
"03/17/2015","7,569","7,283","7,569","7,283","3.20K","8.17%"
"03/16/2015","6,997","7,212","7,212","6,783","2.80K","5.38%"
"03/13/2015","6,640","6,712","6,712","6,640","3.50K","-2.11%"
"03/11/2015","6,783","6,783","6,783","6,783","1.00K","2.15%"
"03/10/2015","6,640","6,640","6,640","6,640","0.20K","0.00%"
"03/06/2015","6,640","6,640","6,640","6,640","1.30K","6.89%"
"03/05/2015","6,212","6,640","6,640","6,212","1.70K","-8.42%"
"03/02/2015","6,783","6,569","6,783","6,569","0.80K","4.39%"
"02/27/2015","6,498","6,355","6,498","6,355","0.60K","5.81%"
"02/26/2015","6,141","6,426","6,426","6,141","1.10K","-1.14%"
"02/25/2015","6,212","6,212","6,212","6,212","5.50K","-3.33%"
"02/12/2015","6,426","6,426","6,426","6,426","0.20K","0.00%"
"02/11/2015","6,426","6,426","6,426","6,426","1.08K","1.12%"
"02/09/2015","6,355","6,355","6,355","6,355","0.50K","0.00%"
"02/06/2015","6,355","6,426","6,426","6,355","3.60K","-1.10%"
"01/27/2015","6,426","6,355","6,426","6,355","0.90K","0.00%"
"01/22/2015","6,426","6,283","6,426","6,283","1.00K","2.28%"
"01/21/2015","6,283","6,283","6,283","6,283","0.10K","-4.35%"
"01/16/2015","6,569","6,569","6,569","6,569","0.20K","0.00%"
"01/14/2015","6,569","6,569","6,569","6,569","0.10K","5.75%"
"01/13/2015","6,212","6,212","6,212","6,212","","0.00%"
"01/08/2015","6,212","6,855","6,855","6,212","0.20K","-9.38%"
"01/05/2015","6,855","6,855","6,855","6,855","0.80K","-3.99%"
"12/31/2014","7,140","6,426","7,140","6,426","0.70K","1.00%"
"12/30/2014","7,069","5,998","7,069","5,998","0.50K","6.46%"
"12/29/2014","6,640","6,640","6,640","6,640","0.10K","9.41%"
"12/26/2014","6,069","6,069","6,069","6,069","0.50K","0.00%"
"12/17/2014","6,069","6,426","6,569","6,069","13.70K","-5.56%"
"12/16/2014","6,426","6,426","6,426","6,426","1.00K","0.00%"
"12/11/2014","6,426","6,426","6,426","6,426","0.90K","0.00%"
"12/10/2014","6,426","6,426","6,426","6,426","0.90K","5.88%"
"12/09/2014","6,069","6,069","6,069","6,069","0.10K","1.18%"
"12/05/2014","5,998","5,998","5,998","5,998","0.20K","9.09%"
"12/03/2014","5,498","5,498","5,498","5,498","1.00K","4.05%"
"12/02/2014","5,284","5,284","5,284","5,284","0.10K","-9.75%"
"11/25/2014","5,855","5,855","5,855","5,855","0.10K","1.23%"
"11/21/2014","5,784","5,784","5,784","5,784","0.10K","0.00%"
"11/19/2014","5,784","5,855","5,855","5,784","10.00K","-8.99%"
"11/18/2014","6,355","6,355","6,355","6,355","0.10K","9.87%"
"11/17/2014","5,784","5,784","5,784","5,784","6.10K","1.26%"
"11/13/2014","5,712","6,355","6,355","5,712","14.00K","-12.10%"
"11/12/2014","6,498","5,784","6,498","5,712","2.10K","3.42%"
"11/07/2014","6,283","5,855","6,283","5,855","1.10K","10.00%"
"11/06/2014","5,712","5,926","5,926","5,712","8.70K","-1.24%"
"10/31/2014","5,784","5,784","5,784","5,784","5.00K","0.00%"
"10/30/2014","5,784","5,784","5,784","5,784","0.10K","-9.99%"
"10/21/2014","6,426","6,712","6,712","6,426","9.90K","-5.26%"
"10/16/2014","6,783","6,783","6,783","6,783","0.10K","0.00%"
"10/14/2014","6,783","6,783","6,783","6,783","0.10K","0.00%"
"10/13/2014","6,783","6,926","6,926","6,783","0.70K","-1.05%"
"10/10/2014","6,855","6,855","6,855","6,855","1.00K","1.06%"
"10/09/2014","6,783","6,783","6,783","6,783","10.00K","0.00%"
"10/08/2014","6,783","6,783","6,783","6,783","0.30K","-1.05%"
"10/07/2014","6,855","6,926","6,926","6,855","1.50K","-3.99%"
"10/06/2014","7,140","7,140","7,140","7,140","0.20K","0.00%"
"10/03/2014","7,140","7,140","7,140","7,140","0.30K","7.53%"
"10/02/2014","6,640","6,640","6,640","6,640","0.20K","3.33%"
"10/01/2014","6,426","5,712","6,426","5,712","0.50K","2.28%"
"09/30/2014","6,283","6,283","6,283","6,283","0.30K","10.00%"
"09/18/2014","5,712","5,712","5,712","5,712","0.10K","-1.24%"
"09/16/2014","5,784","5,784","5,784","5,784","0.10K","-5.81%"
"09/15/2014","6,141","6,212","6,212","6,141","10.10K","-4.44%"
"09/12/2014","6,426","6,426","6,426","6,426","1.00K","-5.26%"
"09/11/2014","6,783","6,783","6,783","6,783","6.70K","-5.00%"
"09/10/2014","7,140","7,140","7,140","7,140","6.20K","-4.76%"
"09/09/2014","7,497","7,497","7,497","7,497","5.90K","-4.55%"
"09/05/2014","7,854","7,854","7,854","7,854","6.30K","0.00%"
